transaction_id,order_id,transaction_date,amount,currency,transaction_type,status,gateway
TXN00000754,ORD00004352,2025-04-02 15:00:24,4558.85,GBP,Chargeback,Success,PayPal
TXN00000755,ORD00001449,2025-11-06 15:00:24,800.01,GBP,Refund,Failed,Square
TXN00000756,ORD00001239,2025-04-07 15:00:24,3485.12,GBP,Purchase,Success,Square
TXN00000757,ORD00004944,2026-01-06 15:00:24,3896.65,GBP,Refund,Pending,PayPal
TXN00000758,ORD00004890,2025-09-06 15:00:24,4437.53,CAD,Refund,Failed,PayPal
TXN00000759,ORD00003802,2025-07-28 15:00:24,3284.24,EUR,Chargeback,Failed,Square
TXN00000760,ORD00004768,2026-01-24 15:00:24,4245.21,USD,Refund,Failed,Square
TXN00000761,ORD00001145,2026-01-17 15:00:24,1283.49,EUR,Chargeback,Failed,PayPal
TXN00000762,ORD00004118,2025-12-06 15:00:24,4271.27,USD,Chargeback,Success,Stripe
TXN00000763,ORD00004948,2025-03-04 15:00:24,3982.97,GBP,Purchase,Failed,Authorize.Net
TXN00000764,ORD00004361,2025-12-31 15:00:24,916.69,EUR,Purchase,Pending,Authorize.Net
TXN00000765,ORD00002309,2026-02-08 15:00:24,4222.24,EUR,Chargeback,Pending,PayPal
TXN00000766,ORD00003211,2025-10-08 15:00:24,2522.83,USD,Refund,Pending,Stripe
TXN00000767,ORD00003736,2025-12-05 15:00:24,4936.45,GBP,Refund,Success,PayPal
TXN00000768,ORD00004309,2025-04-29 15:00:24,984.2,EUR,Purchase,Pending,PayPal
TXN00000769,ORD00004413,2025-06-03 15:00:24,4125.46,USD,Chargeback,Failed,Square
TXN00000770,ORD00003408,2025-03-25 15:00:24,2092.62,CAD,Refund,Pending,Stripe
TXN00000771,ORD00003349,2025-07-02 15:00:24,4753.47,GBP,Chargeback,Success,PayPal
TXN00000772,ORD00001929,2026-02-03 15:00:24,1067.1,USD,Chargeback,Failed,Stripe
TXN00000773,ORD00003313,2025-03-26 15:00:24,444.42,EUR,Purchase,Pending,Stripe
TXN00000774,ORD00000876,2026-01-30 15:00:24,696.66,GBP,Purchase,Pending,Authorize.Net
TXN00000775,ORD00002630,2025-07-25 15:00:24,3293.71,GBP,Chargeback,Pending,Square
TXN00000776,ORD00001527,2025-11-15 15:00:24,2554.98,GBP,Refund,Failed,Square
TXN00000777,ORD00000901,2025-04-28 15:00:24,2933.14,GBP,Purchase,Pending,PayPal
TXN00000778,ORD00003622,2026-01-25 15:00:24,2247.19,GBP,Chargeback,Success,PayPal
TXN00000779,ORD00004229,2025-12-31 15:00:24,1270.06,CAD,Purchase,Pending,Square
TXN00000780,ORD00001458,2026-01-02 15:00:24,1636.22,USD,Chargeback,Pending,Authorize.Net
TXN00000781,ORD00003417,2025-08-01 15:00:24,1227.77,GBP,Refund,Failed,Stripe
TXN00000782,ORD00004312,2025-05-05 15:00:24,1100.6,GBP,Refund,Pending,Stripe
TXN00000783,ORD00000593,2025-10-01 15:00:24,1339.78,USD,Chargeback,Pending,Stripe
TXN00000784,ORD00000342,2025-06-17 15:00:24,3864.54,USD,Chargeback,Pending,PayPal
TXN00000785,ORD00003591,2025-06-14 15:00:24,1646.61,GBP,Chargeback,Failed,PayPal
TXN00000786,ORD00002371,2025-05-30 15:00:24,3171.44,EUR,Chargeback,Success,PayPal
TXN00000787,ORD00001696,2025-06-13 15:00:24,3600.98,EUR,Purchase,Failed,PayPal
TXN00000788,ORD00001281,2025-11-05 15:00:24,2883.2,GBP,Purchase,Failed,Stripe
TXN00000789,ORD00001300,2025-11-23 15:00:24,4635.33,CAD,Purchase,Success,Stripe
TXN00000790,ORD00001453,2026-01-03 15:00:24,4536.87,EUR,Purchase,Failed,Square
TXN00000791,ORD00001139,2025-04-19 15:00:24,1921.98,CAD,Purchase,Failed,Stripe
TXN00000792,ORD00004531,2025-08-03 15:00:24,2506.93,CAD,Purchase,Failed,Stripe
TXN00000793,ORD00004478,2025-08-25 15:00:24,2704.78,GBP,Purchase,Pending,Stripe
TXN00000794,ORD00000380,2025-07-20 15:00:24,3441.42,USD,Purchase,Success,Square
TXN00000795,ORD00002264,2025-04-05 15:00:24,4696.7,GBP,Chargeback,Failed,Stripe
TXN00000796,ORD00001186,2025-09-12 15:00:24,2420.2,CAD,Refund,Success,Square
TXN00000797,ORD00004423,2025-03-30 15:00:24,1118.73,GBP,Chargeback,Success,Square
TXN00000798,ORD00000038,2026-02-08 15:00:24,3325.29,USD,Chargeback,Failed,Stripe
TXN00000799,ORD00002999,2025-11-24 15:00:24,3458.97,GBP,Purchase,Success,Authorize.Net
TXN00000800,ORD00004410,2025-06-27 15:00:24,3371.47,EUR,Chargeback,Pending,PayPal
TXN00000801,ORD00001697,2025-12-11 15:00:24,1669.45,GBP,Chargeback,Pending,PayPal
TXN00000802,ORD00004946,2025-07-14 15:00:24,3728.26,CAD,Purchase,Pending,PayPal
TXN00000803,ORD00004243,2025-12-09 15:00:24,4891.39,CAD,Chargeback,Failed,Stripe
TXN00000804,ORD00002335,2025-03-17 15:00:24,722.4,CAD,Refund,Pending,Square
TXN00000805,ORD00001695,2025-02-14 15:00:24,1024.09,GBP,Purchase,Failed,Square
TXN00000806,ORD00004783,2025-04-13 15:00:24,3128.75,USD,Purchase,Failed,Square
TXN00000807,ORD00004584,2025-12-21 15:00:24,853.73,GBP,Refund,Failed,Square
TXN00000808,ORD00000097,2025-07-15 15:00:24,3791.76,CAD,Chargeback,Success,PayPal
TXN00000809,ORD00000185,2026-01-01 15:00:24,2885.78,EUR,Chargeback,Success,Square
TXN00000810,ORD00003404,2025-08-11 15:00:24,2413.05,CAD,Chargeback,Failed,Stripe
TXN00000811,ORD00001242,2025-08-25 15:00:24,2479.2,USD,Refund,Success,PayPal
TXN00000812,ORD00004698,2026-01-29 15:00:24,446.24,GBP,Purchase,Failed,Square
TXN00000813,ORD00004726,2026-01-03 15:00:24,3729.7,EUR,Chargeback,Pending,Authorize.Net
TXN00000814,ORD00000072,2025-03-10 15:00:24,457.45,CAD,Refund,Failed,Stripe
TXN00000815,ORD00004865,2025-07-29 15:00:24,3769.76,EUR,Purchase,Success,Authorize.Net
TXN00000816,ORD00003759,2025-06-16 15:00:24,3398.41,GBP,Purchase,Failed,Stripe
TXN00000817,ORD00000620,2026-02-09 15:00:24,4081.74,USD,Chargeback,Failed,Stripe
TXN00000818,ORD00001936,2025-05-27 15:00:24,1266.96,GBP,Chargeback,Failed,PayPal
TXN00000819,ORD00001584,2025-08-20 15:00:24,4428.89,CAD,Refund,Success,Stripe
TXN00000820,ORD00004036,2025-12-26 15:00:24,2712.33,GBP,Refund,Failed,PayPal
TXN00000821,ORD00000418,2025-10-26 15:00:24,2364.28,EUR,Chargeback,Failed,PayPal
TXN00000822,ORD00002080,2025-03-06 15:00:24,2198.64,EUR,Refund,Pending,Authorize.Net
TXN00000823,ORD00002350,2025-06-18 15:00:24,1728.35,USD,Chargeback,Pending,Square
TXN00000824,ORD00003117,2025-05-31 15:00:24,2043.47,CAD,Refund,Failed,Stripe
TXN00000825,ORD00004374,2025-06-12 15:00:24,1492.04,GBP,Purchase,Pending,Authorize.Net
TXN00000826,ORD00003767,2025-08-28 15:00:24,2575.41,GBP,Purchase,Failed,PayPal
TXN00000827,ORD00000003,2025-12-19 15:00:24,2963.19,USD,Chargeback,Pending,Square
TXN00000828,ORD00004100,2025-04-16 15:00:24,474.88,USD,Refund,Pending,Authorize.Net
TXN00000829,ORD00000072,2025-04-14 15:00:24,1166.35,GBP,Refund,Pending,Stripe
TXN00000830,ORD00001092,2025-06-09 15:00:24,1821.61,CAD,Purchase,Failed,Square
TXN00000831,ORD00004850,2025-04-06 15:00:24,802.75,EUR,Chargeback,Failed,Authorize.Net
TXN00000832,ORD00002637,2025-08-30 15:00:24,650.91,GBP,Purchase,Success,Authorize.Net
TXN00000833,ORD00002026,2025-04-11 15:00:24,2789.91,CAD,Purchase,Failed,Authorize.Net
TXN00000834,ORD00000805,2025-02-28 15:00:24,2504.55,USD,Purchase,Pending,Stripe
TXN00000835,ORD00003294,2025-04-23 15:00:24,2911.2,GBP,Chargeback,Success,Square
TXN00000836,ORD00001915,2026-02-09 15:00:24,3416.52,USD,Chargeback,Pending,Stripe
TXN00000837,ORD00000323,2025-08-28 15:00:24,4796.66,EUR,Refund,Failed,Stripe
TXN00000838,ORD00004426,2025-09-18 15:00:24,1262.77,CAD,Purchase,Success,Stripe
TXN00000839,ORD00003878,2025-08-09 15:00:24,139.73,GBP,Chargeback,Pending,Square
TXN00000840,ORD00000616,2025-05-11 15:00:24,3975.19,CAD,Refund,Failed,Stripe
TXN00000841,ORD00004936,2025-11-13 15:00:24,1573.97,GBP,Refund,Pending,Stripe
TXN00000842,ORD00002303,2025-07-29 15:00:24,3773.18,CAD,Refund,Success,Stripe
TXN00000843,ORD00003483,2025-04-11 15:00:24,4565.91,USD,Purchase,Failed,Square
TXN00000844,ORD00002978,2025-09-01 15:00:24,4061.03,CAD,Chargeback,Pending,Stripe
TXN00000845,ORD00003327,2025-05-31 15:00:24,1748.28,USD,Purchase,Success,Stripe
TXN00000846,ORD00001994,2025-04-11 15:00:24,207.86,USD,Refund,Pending,Stripe
TXN00000847,ORD00004290,2025-03-24 15:00:24,3256.49,CAD,Purchase,Pending,Authorize.Net
TXN00000848,ORD00004214,2025-08-18 15:00:24,4850.98,GBP,Chargeback,Failed,PayPal
TXN00000849,ORD00002374,2025-03-14 15:00:24,1481.81,CAD,Refund,Failed,Stripe
TXN00000850,ORD00004491,2026-01-05 15:00:24,3579.21,GBP,Refund,Success,Stripe
TXN00000851,ORD00002436,2025-12-11 15:00:24,3464.24,CAD,Chargeback,Pending,Stripe
TXN00000852,ORD00001533,2025-11-04 15:00:24,4378.62,EUR,Chargeback,Pending,PayPal
TXN00000853,ORD00000564,2025-06-10 15:00:24,4811.75,EUR,Purchase,Pending,Stripe
TXN00000854,ORD00003051,2025-03-31 15:00:24,2809.42,USD,Purchase,Pending,Square
TXN00000855,ORD00000619,2026-01-11 15:00:24,1986.1,GBP,Chargeback,Success,Stripe
TXN00000856,ORD00001033,2025-05-11 15:00:24,1494.61,USD,Refund,Failed,Square
TXN00000857,ORD00000475,2026-01-06 15:00:24,3557.26,USD,Purchase,Success,Stripe
TXN00000858,ORD00000329,2025-03-09 15:00:24,4140.7,GBP,Refund,Pending,Authorize.Net
TXN00000859,ORD00004616,2025-03-08 15:00:24,2482.81,CAD,Chargeback,Success,Authorize.Net
TXN00000860,ORD00003891,2026-01-23 15:00:24,1092.25,EUR,Refund,Success,Authorize.Net
TXN00000861,ORD00003334,2025-03-19 15:00:24,3608.04,USD,Purchase,Failed,PayPal
TXN00000862,ORD00003578,2025-03-03 15:00:24,906.3,CAD,Chargeback,Failed,Square
TXN00000863,ORD00001041,2025-03-26 15:00:24,1655.84,USD,Refund,Failed,Authorize.Net
TXN00000864,ORD00002947,2025-12-28 15:00:24,3444.05,USD,Chargeback,Success,Stripe
TXN00000865,ORD00003938,2025-03-09 15:00:24,4790.23,CAD,Purchase,Success,Square
TXN00000866,ORD00004819,2025-06-21 15:00:24,3249.54,GBP,Purchase,Pending,Authorize.Net
TXN00000867,ORD00003669,2025-05-03 15:00:24,3721.58,CAD,Refund,Failed,Authorize.Net
TXN00000868,ORD00004545,2025-03-14 15:00:24,3717.02,EUR,Purchase,Pending,Stripe
TXN00000869,ORD00002645,2025-02-16 15:00:24,189.78,USD,Refund,Success,Square
TXN00000870,ORD00003285,2025-05-07 15:00:24,4669.95,CAD,Purchase,Failed,Stripe
TXN00000871,ORD00000615,2025-09-23 15:00:24,1647.17,EUR,Chargeback,Pending,Square
TXN00000872,ORD00002781,2025-10-10 15:00:24,3089.79,EUR,Chargeback,Success,Square
TXN00000873,ORD00001391,2025-10-30 15:00:24,2646.46,CAD,Purchase,Failed,PayPal
TXN00000874,ORD00003670,2025-11-30 15:00:24,2384.73,CAD,Refund,Failed,Square
TXN00000875,ORD00000268,2025-03-23 15:00:24,4127.73,GBP,Refund,Success,Stripe
TXN00000876,ORD00002803,2025-10-11 15:00:24,3742.53,GBP,Chargeback,Failed,Authorize.Net
TXN00000877,ORD00002359,2026-01-29 15:00:24,1546.88,EUR,Refund,Failed,PayPal
TXN00000878,ORD00003394,2025-07-30 15:00:24,3912.01,USD,Refund,Pending,Stripe
TXN00000879,ORD00001852,2025-12-18 15:00:24,314.46,USD,Purchase,Success,Authorize.Net
TXN00000880,ORD00003944,2025-03-08 15:00:24,4238.62,EUR,Refund,Success,PayPal
TXN00000881,ORD00002257,2025-09-21 15:00:24,4077.95,CAD,Refund,Success,Square
TXN00000882,ORD00003417,2026-01-24 15:00:24,1645.16,USD,Chargeback,Pending,Stripe
TXN00000883,ORD00003328,2025-03-02 15:00:24,4387.24,GBP,Purchase,Pending,Authorize.Net
TXN00000884,ORD00001414,2025-04-21 15:00:24,243.19,EUR,Chargeback,Pending,Stripe
TXN00000885,ORD00003540,2025-08-05 15:00:24,2012.32,CAD,Purchase,Success,PayPal
TXN00000886,ORD00002552,2025-06-04 15:00:24,1615.65,USD,Chargeback,Success,Stripe
TXN00000887,ORD00001322,2025-05-29 15:00:24,1625.88,CAD,Chargeback,Success,Square
TXN00000888,ORD00002441,2025-08-24 15:00:24,3977.23,GBP,Chargeback,Failed,Authorize.Net
TXN00000889,ORD00004526,2025-04-21 15:00:24,1813.7,GBP,Purchase,Success,Square
TXN00000890,ORD00002826,2025-07-11 15:00:24,604.31,CAD,Refund,Success,Stripe
TXN00000891,ORD00004663,2025-07-22 15:00:24,2583.24,GBP,Purchase,Pending,Stripe
TXN00000892,ORD00002091,2026-01-08 15:00:24,1964.81,USD,Refund,Failed,PayPal
TXN00000893,ORD00000825,2025-03-01 15:00:24,3148.32,GBP,Purchase,Failed,Square
TXN00000894,ORD00003525,2025-11-13 15:00:24,924.41,GBP,Refund,Success,PayPal
TXN00000895,ORD00000669,2025-10-25 15:00:24,4040.6,USD,Refund,Failed,Square
TXN00000896,ORD00001443,2025-04-28 15:00:24,4519.06,CAD,Chargeback,Pending,Authorize.Net
TXN00000897,ORD00004996,2025-03-21 15:00:24,4883.81,GBP,Refund,Pending,PayPal
TXN00000898,ORD00003263,2025-11-22 15:00:24,54.85,EUR,Purchase,Failed,PayPal
TXN00000899,ORD00002449,2026-02-11 15:00:24,1266.83,USD,Refund,Success,Square
TXN00000900,ORD00002257,2025-04-05 15:00:24,136.45,CAD,Refund,Failed,PayPal
TXN00000901,ORD00000727,2026-01-17 15:00:24,4046.25,EUR,Refund,Success,Stripe
TXN00000902,ORD00003926,2025-11-20 15:00:24,585.49,USD,Chargeback,Pending,PayPal
TXN00000903,ORD00004746,2025-10-07 15:00:24,2730.41,GBP,Purchase,Success,Authorize.Net
TXN00000904,ORD00001862,2025-04-13 15:00:24,309.59,CAD,Refund,Failed,Authorize.Net
TXN00000905,ORD00003528,2025-12-25 15:00:24,1433.07,GBP,Refund,Success,Square
TXN00000906,ORD00004508,2025-07-27 15:00:24,2672.84,CAD,Purchase,Failed,Authorize.Net
TXN00000907,ORD00000292,2025-03-26 15:00:24,3732.93,GBP,Refund,Success,Authorize.Net
TXN00000908,ORD00003321,2025-09-06 15:00:24,697.86,USD,Purchase,Failed,PayPal
TXN00000909,ORD00000361,2025-12-29 15:00:24,4166.38,GBP,Purchase,Failed,Stripe
TXN00000910,ORD00001267,2025-10-31 15:00:24,965.0,GBP,Refund,Failed,Square
TXN00000911,ORD00002489,2025-11-20 15:00:24,73.47,GBP,Refund,Failed,Stripe
TXN00000912,ORD00002974,2025-06-06 15:00:24,4771.53,EUR,Refund,Failed,Authorize.Net
TXN00000913,ORD00003727,2025-09-18 15:00:24,1026.12,GBP,Chargeback,Failed,Stripe
TXN00000914,ORD00004146,2025-02-13 15:00:24,1526.02,USD,Purchase,Success,Square
TXN00000915,ORD00003181,2025-09-27 15:00:24,952.93,EUR,Purchase,Success,PayPal
TXN00000916,ORD00003611,2025-12-05 15:00:24,3941.29,GBP,Purchase,Failed,Square
TXN00000917,ORD00000608,2025-12-28 15:00:24,1762.98,GBP,Chargeback,Success,PayPal
TXN00000918,ORD00002359,2026-02-06 15:00:24,1923.8,USD,Purchase,Success,PayPal
TXN00000919,ORD00000594,2025-04-22 15:00:24,4773.4,EUR,Refund,Success,Authorize.Net
TXN00000920,ORD00002602,2025-12-04 15:00:24,4809.55,CAD,Refund,Success,Square
TXN00000921,ORD00000173,2026-02-11 15:00:24,717.33,EUR,Purchase,Success,Square
TXN00000922,ORD00004165,2025-07-17 15:00:24,4555.55,CAD,Refund,Success,Square
TXN00000923,ORD00000429,2025-06-30 15:00:24,3815.85,GBP,Refund,Pending,Authorize.Net
TXN00000924,ORD00002831,2025-06-18 15:00:24,2902.61,USD,Refund,Success,PayPal
TXN00000925,ORD00003478,2025-10-22 15:00:24,4105.29,GBP,Chargeback,Pending,PayPal
TXN00000926,ORD00000360,2026-01-22 15:00:24,1016.97,EUR,Purchase,Success,Authorize.Net
TXN00000927,ORD00000916,2025-04-20 15:00:24,2367.07,USD,Purchase,Pending,PayPal
TXN00000928,ORD00002809,2025-02-23 15:00:24,352.8,CAD,Chargeback,Success,Stripe
TXN00000929,ORD00001589,2025-06-18 15:00:24,4953.91,GBP,Chargeback,Pending,Stripe
TXN00000930,ORD00002150,2025-06-23 15:00:24,317.47,EUR,Refund,Failed,Stripe
TXN00000931,ORD00003143,2025-11-02 15:00:24,2626.32,EUR,Refund,Pending,Square
TXN00000932,ORD00002665,2025-04-12 15:00:24,2581.33,CAD,Purchase,Success,Square
TXN00000933,ORD00000727,2025-10-16 15:00:24,1652.54,GBP,Refund,Pending,Stripe
TXN00000934,ORD00004772,2025-04-20 15:00:24,1980.4,CAD,Chargeback,Success,Authorize.Net
TXN00000935,ORD00000129,2025-07-12 15:00:24,100.05,USD,Refund,Failed,Square
TXN00000936,ORD00001474,2026-01-02 15:00:24,4425.77,GBP,Chargeback,Success,Stripe
TXN00000937,ORD00000847,2025-09-14 15:00:24,2635.35,USD,Refund,Pending,Stripe
TXN00000938,ORD00001032,2025-03-03 15:00:24,1961.15,GBP,Refund,Success,PayPal
TXN00000939,ORD00002893,2025-10-24 15:00:24,2764.77,EUR,Refund,Success,Stripe
TXN00000940,ORD00002999,2025-07-12 15:00:24,1529.33,CAD,Purchase,Pending,Square
TXN00000941,ORD00004910,2025-08-13 15:00:24,1665.52,CAD,Purchase,Pending,Authorize.Net
TXN00000942,ORD00004668,2025-09-15 15:00:24,4121.15,USD,Refund,Pending,Stripe
TXN00000943,ORD00001644,2025-02-22 15:00:24,3818.17,GBP,Chargeback,Failed,Authorize.Net
TXN00000944,ORD00004393,2025-04-02 15:00:24,1693.85,GBP,Refund,Pending,Authorize.Net
TXN00000945,ORD00002698,2025-04-19 15:00:24,4969.99,CAD,Chargeback,Pending,Stripe
TXN00000946,ORD00003818,2025-05-10 15:00:24,3350.39,USD,Refund,Pending,Stripe
TXN00000947,ORD00002967,2025-12-23 15:00:24,1047.59,CAD,Chargeback,Failed,Stripe
TXN00000948,ORD00002495,2025-07-17 15:00:24,3895.75,GBP,Refund,Failed,Authorize.Net
TXN00000949,ORD00001235,2025-04-22 15:00:24,4201.02,CAD,Chargeback,Pending,Square
TXN00000950,ORD00002834,2025-05-04 15:00:24,75.34,EUR,Refund,Success,PayPal
TXN00000951,ORD00000108,2025-05-16 15:00:24,4004.62,USD,Purchase,Pending,PayPal
TXN00000952,ORD00000606,2025-12-06 15:00:24,4004.25,GBP,Refund,Success,PayPal
TXN00000953,ORD00001779,2025-05-01 15:00:24,2175.16,USD,Refund,Success,Square
TXN00000954,ORD00002720,2025-10-14 15:00:24,3354.41,USD,Chargeback,Failed,PayPal
TXN00000955,ORD00002766,2026-02-05 15:00:24,3204.82,EUR,Chargeback,Pending,PayPal
TXN00000956,ORD00002104,2025-04-10 15:00:24,3809.77,USD,Purchase,Success,PayPal
TXN00000957,ORD00002793,2025-07-18 15:00:24,2364.11,CAD,Chargeback,Failed,PayPal
TXN00000958,ORD00004170,2025-11-22 15:00:24,529.07,CAD,Chargeback,Success,Authorize.Net
TXN00000959,ORD00003688,2025-07-21 15:00:24,3786.21,EUR,Chargeback,Success,Stripe
TXN00000960,ORD00003227,2025-12-09 15:00:24,2233.39,GBP,Refund,Success,Stripe
TXN00000961,ORD00000436,2025-08-27 15:00:24,2841.06,GBP,Chargeback,Pending,Authorize.Net
TXN00000962,ORD00003840,2025-12-05 15:00:24,416.27,EUR,Refund,Success,PayPal
TXN00000963,ORD00004591,2025-11-28 15:00:24,1958.98,GBP,Purchase,Success,Stripe
TXN00000964,ORD00001225,2026-01-29 15:00:24,3199.4,USD,Refund,Failed,Stripe
TXN00000965,ORD00001988,2026-01-15 15:00:24,3764.23,CAD,Purchase,Failed,Stripe
TXN00000966,ORD00000916,2025-06-28 15:00:24,3203.85,GBP,Purchase,Success,PayPal
TXN00000967,ORD00000975,2025-03-18 15:00:24,3976.27,EUR,Purchase,Success,PayPal
TXN00000968,ORD00002874,2025-06-23 15:00:24,2785.89,CAD,Purchase,Failed,Square
TXN00000969,ORD00001968,2025-06-13 15:00:24,409.91,CAD,Chargeback,Pending,Authorize.Net
TXN00000970,ORD00000443,2025-12-28 15:00:24,3482.51,USD,Refund,Failed,PayPal
TXN00000971,ORD00000798,2025-06-11 15:00:24,2201.16,CAD,Chargeback,Success,Square
TXN00000972,ORD00001890,2025-10-02 15:00:24,3720.52,USD,Refund,Pending,PayPal
TXN00000973,ORD00001442,2025-03-16 15:00:24,4955.41,USD,Refund,Success,Stripe
TXN00000974,ORD00001776,2025-09-07 15:00:24,1772.41,USD,Chargeback,Success,Authorize.Net
TXN00000975,ORD00001354,2026-01-21 15:00:24,3856.63,USD,Chargeback,Success,Authorize.Net
TXN00000976,ORD00001357,2025-02-25 15:00:24,442.98,USD,Refund,Pending,Authorize.Net
TXN00000977,ORD00004421,2025-12-28 15:00:24,2047.75,CAD,Purchase,Success,Authorize.Net
TXN00000978,ORD00001841,2025-07-26 15:00:24,2592.35,EUR,Chargeback,Success,Square
TXN00000979,ORD00004074,2025-11-26 15:00:24,4258.93,GBP,Purchase,Failed,Authorize.Net
TXN00000980,ORD00003195,2025-11-22 15:00:24,2967.68,USD,Purchase,Pending,Stripe
TXN00000981,ORD00001830,2025-08-24 15:00:24,4789.23,USD,Chargeback,Success,Stripe
TXN00000982,ORD00000903,2025-05-21 15:00:24,103.04,CAD,Chargeback,Failed,PayPal
TXN00000983,ORD00004577,2025-06-10 15:00:24,3888.86,EUR,Refund,Success,PayPal
TXN00000984,ORD00002579,2025-08-17 15:00:24,2724.75,CAD,Purchase,Failed,Authorize.Net
TXN00000985,ORD00002149,2025-07-13 15:00:24,462.75,EUR,Refund,Success,Stripe
TXN00000986,ORD00000871,2025-09-24 15:00:24,3942.81,EUR,Purchase,Success,Authorize.Net
TXN00000987,ORD00002254,2025-08-01 15:00:24,2458.69,GBP,Purchase,Success,PayPal
TXN00000988,ORD00004436,2025-09-29 15:00:24,4817.15,EUR,Purchase,Failed,PayPal
TXN00000989,ORD00000666,2026-01-02 15:00:24,4535.34,EUR,Refund,Success,Stripe
TXN00000990,ORD00000026,2025-06-24 15:00:24,384.99,EUR,Chargeback,Success,PayPal
TXN00000991,ORD00000436,2026-01-12 15:00:24,1083.53,GBP,Chargeback,Pending,Stripe
TXN00000992,ORD00002160,2025-09-10 15:00:24,1755.25,USD,Purchase,Pending,PayPal
TXN00000993,ORD00004253,2026-01-11 15:00:24,3283.61,USD,Chargeback,Failed,Stripe
TXN00000994,ORD00001763,2025-08-02 15:00:24,2278.15,CAD,Chargeback,Failed,PayPal
TXN00000995,ORD00002964,2025-04-15 15:00:24,2507.99,GBP,Chargeback,Pending,Square
TXN00000996,ORD00001649,2025-10-09 15:00:24,2473.93,GBP,Refund,Failed,Square
TXN00000997,ORD00003108,2025-09-19 15:00:24,643.44,CAD,Purchase,Pending,Stripe
TXN00000998,ORD00002742,2025-05-06 15:00:24,2098.09,EUR,Refund,Pending,Authorize.Net
TXN00000999,ORD00004870,2025-07-11 15:00:24,756.09,GBP,Chargeback,Success,Authorize.Net
TXN00001000,ORD00001026,2025-03-10 15:00:24,4280.52,GBP,Purchase,Pending,PayPal
TXN00001001,ORD00004975,2026-01-17 15:00:24,291.17,GBP,Purchase,Success,PayPal
TXN00001002,ORD00004832,2025-12-04 15:00:24,317.91,USD,Purchase,Pending,Stripe
TXN00001003,ORD00004075,2025-11-24 15:00:24,1401.23,GBP,Chargeback,Success,Square
TXN00001004,ORD00002726,2026-02-02 15:00:24,516.29,CAD,Chargeback,Pending,Authorize.Net
TXN00001005,ORD00003299,2025-06-02 15:00:24,1542.45,EUR,Refund,Failed,Square
TXN00001006,ORD00001963,2025-12-18 15:00:24,175.63,CAD,Refund,Success,PayPal
TXN00001007,ORD00000634,2025-05-29 15:00:24,1328.48,CAD,Purchase,Success,PayPal
TXN00001008,ORD00000909,2025-10-27 15:00:24,517.72,GBP,Purchase,Success,Authorize.Net
TXN00001009,ORD00002765,2025-09-23 15:00:24,4595.06,EUR,Purchase,Failed,Stripe
TXN00001010,ORD00003836,2026-01-01 15:00:24,4534.84,GBP,Purchase,Pending,Square
TXN00001011,ORD00001211,2025-05-13 15:00:24,4579.55,EUR,Refund,Success,Authorize.Net
TXN00001012,ORD00000173,2025-08-25 15:00:24,4851.7,USD,Purchase,Success,Authorize.Net
TXN00001013,ORD00003762,2025-12-15 15:00:24,2143.24,CAD,Purchase,Pending,Square
TXN00001014,ORD00002983,2025-07-24 15:00:24,318.16,CAD,Chargeback,Success,Square
TXN00001015,ORD00004277,2025-10-19 15:00:24,1083.55,EUR,Purchase,Success,Authorize.Net
TXN00001016,ORD00003516,2025-11-26 15:00:24,789.5,EUR,Chargeback,Pending,Stripe
TXN00001017,ORD00002373,2025-12-13 15:00:24,2179.38,CAD,Purchase,Failed,Stripe
TXN00001018,ORD00003314,2025-03-15 15:00:24,3417.55,CAD,Chargeback,Failed,Square
TXN00001019,ORD00000397,2025-03-08 15:00:24,1867.42,EUR,Refund,Success,Square
TXN00001020,ORD00000703,2025-07-29 15:00:24,483.2,EUR,Chargeback,Success,Authorize.Net
TXN00001021,ORD00000344,2025-07-05 15:00:24,2621.15,USD,Chargeback,Pending,PayPal
TXN00001022,ORD00002097,2026-01-04 15:00:24,886.16,GBP,Refund,Failed,Stripe
TXN00001023,ORD00000318,2025-05-10 15:00:24,3676.51,USD,Chargeback,Success,Authorize.Net
TXN00001024,ORD00003696,2026-01-21 15:00:24,3834.14,EUR,Refund,Failed,Square
TXN00001025,ORD00000354,2025-07-09 15:00:24,1230.65,EUR,Refund,Failed,Stripe
TXN00001026,ORD00002243,2025-04-07 15:00:24,1679.76,EUR,Chargeback,Success,Authorize.Net
TXN00001027,ORD00002137,2025-08-06 15:00:24,1872.0,EUR,Refund,Success,Square
TXN00001028,ORD00003858,2025-03-24 15:00:24,4710.52,USD,Chargeback,Failed,PayPal
TXN00001029,ORD00004404,2025-07-04 15:00:24,4552.62,CAD,Chargeback,Success,Stripe
TXN00001030,ORD00003793,2025-07-20 15:00:24,880.95,GBP,Refund,Failed,PayPal
TXN00001031,ORD00002603,2025-02-27 15:00:24,2927.34,USD,Purchase,Success,Square
TXN00001032,ORD00003782,2025-10-22 15:00:24,2530.0,USD,Purchase,Failed,Authorize.Net
TXN00001033,ORD00002495,2025-02-23 15:00:24,3758.62,CAD,Chargeback,Success,Square
TXN00001034,ORD00002230,2025-11-18 15:00:24,4867.71,EUR,Refund,Pending,PayPal
TXN00001035,ORD00001322,2025-04-23 15:00:24,4577.34,GBP,Purchase,Success,Stripe
