event_id,customer_id,event_type,event_timestamp,page_url,session_id,device_type,browser
EVT0000001121,CUST001755,purchase,2026-02-04 05:44:39,/products/292,SESS00004754,Mobile,Firefox
EVT0000001122,CUST001643,page_view,2026-02-09 07:33:51,/products/396,SESS00001624,Desktop,Safari
EVT0000001123,CUST000629,login,2026-02-02 05:35:32,/products/253,SESS00003670,Mobile,Firefox
EVT0000001124,CUST001940,click,2026-02-12 20:49:09,/products/115,SESS00002802,Mobile,Chrome
EVT0000001125,CUST000723,page_view,2026-01-26 13:50:01,/products/40,SESS00002968,Desktop,Chrome
EVT0000001126,CUST001323,purchase,2026-01-17 07:14:55,/products/75,SESS00003005,Mobile,Edge
EVT0000001127,CUST000718,page_view,2026-01-23 23:12:06,/products/376,SESS00001286,Tablet,Edge
EVT0000001128,CUST000065,click,2026-02-06 06:00:16,/products/76,SESS00001220,Tablet,Safari
EVT0000001129,CUST001094,purchase,2026-01-27 19:34:21,/products/121,SESS00000879,Desktop,Safari
EVT0000001130,CUST001831,logout,2026-02-08 15:28:31,/products/113,SESS00003187,Desktop,Chrome
EVT0000001131,CUST001141,page_view,2026-02-02 15:33:23,/products/355,SESS00000487,Tablet,Safari
EVT0000001132,CUST000479,add_to_cart,2026-01-14 22:49:16,/products/193,SESS00000814,Mobile,Firefox
EVT0000001133,CUST001571,login,2026-01-29 20:35:37,/products/184,SESS00001942,Mobile,Edge
EVT0000001134,CUST001134,purchase,2026-01-30 14:09:27,/products/251,SESS00001203,Tablet,Safari
EVT0000001135,CUST000427,purchase,2026-01-17 02:34:27,/products/39,SESS00001384,Desktop,Edge
EVT0000001136,CUST000598,add_to_cart,2026-01-15 16:15:12,/products/194,SESS00003511,Mobile,Safari
EVT0000001137,CUST001066,purchase,2026-01-24 23:49:22,/products/256,SESS00001973,Mobile,Edge
EVT0000001138,CUST000955,click,2026-02-12 17:58:36,/products/49,SESS00004721,Tablet,Chrome
EVT0000001139,CUST001159,page_view,2026-02-07 08:29:40,/products/488,SESS00004495,Tablet,Edge
EVT0000001140,CUST000373,page_view,2026-02-11 09:19:17,/products/356,SESS00003497,Mobile,Chrome
EVT0000001141,CUST000759,logout,2026-02-01 17:45:44,/products/77,SESS00004820,Desktop,Safari
EVT0000001142,CUST000570,purchase,2026-02-10 18:23:59,/products/117,SESS00000996,Desktop,Edge
EVT0000001143,CUST000822,add_to_cart,2026-02-12 11:27:47,/products/194,SESS00003329,Mobile,Firefox
EVT0000001144,CUST000901,page_view,2026-02-08 00:08:37,/products/190,SESS00002297,Tablet,Firefox
EVT0000001145,CUST000946,page_view,2026-01-23 11:11:49,/products/77,SESS00003733,Desktop,Safari
EVT0000001146,CUST001726,page_view,2026-01-29 01:52:07,/products/365,SESS00003743,Tablet,Chrome
EVT0000001147,CUST001326,login,2026-01-29 12:24:26,/products/352,SESS00000944,Tablet,Safari
EVT0000001148,CUST001409,login,2026-01-21 10:22:36,/products/180,SESS00003614,Desktop,Safari
EVT0000001149,CUST001788,click,2026-01-25 12:32:51,/products/229,SESS00002257,Desktop,Firefox
EVT0000001150,CUST001621,purchase,2026-01-15 14:43:16,/products/82,SESS00004458,Desktop,Safari
EVT0000001151,CUST001867,add_to_cart,2026-01-16 18:14:08,/products/497,SESS00004801,Mobile,Safari
EVT0000001152,CUST000349,checkout,2026-01-26 15:13:11,/products/351,SESS00003115,Desktop,Firefox
EVT0000001153,CUST001923,add_to_cart,2026-01-25 02:22:15,/products/110,SESS00000705,Tablet,Chrome
EVT0000001154,CUST000839,click,2026-01-21 15:39:39,/products/52,SESS00001074,Mobile,Chrome
EVT0000001155,CUST000883,page_view,2026-01-14 19:44:51,/products/446,SESS00003198,Tablet,Safari
EVT0000001156,CUST001695,click,2026-01-25 06:15:52,/products/230,SESS00000463,Desktop,Chrome
EVT0000001157,CUST001013,page_view,2026-02-02 21:59:25,/products/215,SESS00003943,Mobile,Edge
EVT0000001158,CUST001637,logout,2026-02-05 14:18:01,/products/202,SESS00004020,Desktop,Safari
EVT0000001159,CUST001077,login,2026-02-03 21:58:50,/products/65,SESS00001844,Mobile,Chrome
EVT0000001160,CUST000979,page_view,2026-01-14 21:09:29,/products/117,SESS00004680,Tablet,Chrome
EVT0000001161,CUST000209,click,2026-02-01 22:58:37,/products/90,SESS00001976,Mobile,Firefox
EVT0000001162,CUST001348,click,2026-01-22 03:29:15,/products/277,SESS00002781,Tablet,Safari
EVT0000001163,CUST001638,checkout,2026-01-15 01:44:58,/products/211,SESS00002808,Desktop,Edge
EVT0000001164,CUST001776,login,2026-01-28 18:09:39,/products/325,SESS00003406,Desktop,Safari
EVT0000001165,CUST000312,purchase,2026-02-06 16:43:52,/products/35,SESS00001018,Desktop,Chrome
EVT0000001166,CUST001794,checkout,2026-01-20 22:51:42,/products/275,SESS00000252,Desktop,Edge
EVT0000001167,CUST001980,click,2026-02-05 03:42:55,/products/76,SESS00004780,Mobile,Safari
EVT0000001168,CUST001339,login,2026-01-20 03:41:46,/products/456,SESS00001353,Tablet,Edge
EVT0000001169,CUST000647,purchase,2026-01-29 08:33:16,/products/150,SESS00002864,Desktop,Edge
EVT0000001170,CUST000184,add_to_cart,2026-01-21 01:25:15,/products/363,SESS00001986,Desktop,Edge
EVT0000001171,CUST001018,click,2026-01-18 22:42:15,/products/317,SESS00001864,Mobile,Chrome
EVT0000001172,CUST001212,page_view,2026-01-19 11:55:05,/products/25,SESS00002004,Mobile,Edge
EVT0000001173,CUST001953,purchase,2026-02-09 01:06:48,/products/330,SESS00002071,Tablet,Safari
EVT0000001174,CUST001004,purchase,2026-02-13 00:58:55,/products/281,SESS00003933,Desktop,Safari
EVT0000001175,CUST000955,add_to_cart,2026-02-08 01:14:00,/products/27,SESS00000497,Tablet,Edge
EVT0000001176,CUST000055,page_view,2026-02-01 19:25:59,/products/439,SESS00003969,Tablet,Firefox
EVT0000001177,CUST000809,add_to_cart,2026-01-16 15:58:39,/products/323,SESS00002757,Desktop,Firefox
EVT0000001178,CUST001256,checkout,2026-02-03 06:30:23,/products/355,SESS00004674,Mobile,Edge
EVT0000001179,CUST000497,add_to_cart,2026-01-26 12:02:50,/products/327,SESS00001288,Desktop,Firefox
EVT0000001180,CUST000141,login,2026-01-18 03:22:13,/products/429,SESS00003555,Desktop,Safari
EVT0000001181,CUST001400,login,2026-02-01 16:01:30,/products/430,SESS00002761,Tablet,Edge
EVT0000001182,CUST000051,page_view,2026-01-27 04:55:41,/products/426,SESS00002459,Tablet,Safari
EVT0000001183,CUST000514,logout,2026-02-04 02:48:05,/products/407,SESS00004415,Desktop,Edge
EVT0000001184,CUST001001,login,2026-01-23 13:20:13,/products/284,SESS00004002,Desktop,Chrome
EVT0000001185,CUST000686,add_to_cart,2026-01-23 04:26:10,/products/33,SESS00002069,Mobile,Firefox
EVT0000001186,CUST001293,click,2026-02-02 03:21:42,/products/304,SESS00004568,Desktop,Edge
EVT0000001187,CUST000978,page_view,2026-01-23 12:06:33,/products/110,SESS00002905,Desktop,Firefox
EVT0000001188,CUST000513,click,2026-02-07 07:39:57,/products/460,SESS00002727,Tablet,Chrome
EVT0000001189,CUST000233,purchase,2026-02-02 05:16:24,/products/137,SESS00003668,Mobile,Chrome
EVT0000001190,CUST001723,click,2026-02-04 16:06:40,/products/6,SESS00001774,Mobile,Chrome
EVT0000001191,CUST001853,purchase,2026-01-23 17:24:11,/products/238,SESS00001263,Mobile,Safari
EVT0000001192,CUST000396,login,2026-01-29 12:28:23,/products/436,SESS00003482,Mobile,Chrome
EVT0000001193,CUST001263,purchase,2026-02-10 20:09:39,/products/39,SESS00004552,Tablet,Edge
EVT0000001194,CUST000427,logout,2026-02-04 12:36:46,/products/94,SESS00004674,Tablet,Safari
EVT0000001195,CUST000581,login,2026-01-29 05:38:26,/products/233,SESS00004358,Mobile,Safari
EVT0000001196,CUST000679,checkout,2026-01-15 23:31:54,/products/470,SESS00001449,Mobile,Edge
EVT0000001197,CUST000247,add_to_cart,2026-02-02 18:21:33,/products/199,SESS00003023,Mobile,Firefox
EVT0000001198,CUST000073,click,2026-02-02 20:54:45,/products/204,SESS00003071,Tablet,Edge
EVT0000001199,CUST000739,login,2026-01-15 03:58:35,/products/27,SESS00002593,Mobile,Safari
EVT0000001200,CUST000180,click,2026-02-09 00:03:12,/products/313,SESS00001859,Tablet,Edge
EVT0000001201,CUST001494,page_view,2026-02-07 06:33:05,/products/388,SESS00000050,Tablet,Edge
EVT0000001202,CUST001287,logout,2026-01-31 21:53:57,/products/143,SESS00003675,Mobile,Edge
EVT0000001203,CUST000771,click,2026-01-17 10:55:25,/products/367,SESS00000288,Tablet,Firefox
EVT0000001204,CUST001074,page_view,2026-02-06 05:23:47,/products/409,SESS00002755,Tablet,Safari
EVT0000001205,CUST001893,click,2026-02-04 05:11:45,/products/56,SESS00003490,Mobile,Chrome
EVT0000001206,CUST000132,logout,2026-01-27 18:37:12,/products/367,SESS00000050,Desktop,Edge
EVT0000001207,CUST001552,purchase,2026-02-04 11:50:48,/products/414,SESS00000059,Desktop,Edge
EVT0000001208,CUST001936,logout,2026-01-24 07:50:42,/products/378,SESS00002645,Desktop,Firefox
EVT0000001209,CUST000581,logout,2026-01-22 04:24:52,/products/94,SESS00002406,Tablet,Safari
EVT0000001210,CUST001707,click,2026-01-24 08:01:15,/products/152,SESS00001752,Desktop,Edge
EVT0000001211,CUST000216,page_view,2026-02-12 04:34:35,/products/157,SESS00001197,Tablet,Firefox
EVT0000001212,CUST001406,click,2026-02-13 14:52:37,/products/142,SESS00003077,Desktop,Firefox
EVT0000001213,CUST001145,click,2026-01-31 02:37:23,/products/246,SESS00000351,Tablet,Edge
EVT0000001214,CUST001929,page_view,2026-01-18 07:44:08,/products/129,SESS00000214,Mobile,Chrome
EVT0000001215,CUST001318,page_view,2026-01-25 01:42:22,/products/407,SESS00000492,Desktop,Firefox
EVT0000001216,CUST001430,login,2026-01-28 17:22:15,/products/489,SESS00002374,Mobile,Safari
EVT0000001217,CUST000397,logout,2026-01-22 15:35:36,/products/196,SESS00003322,Desktop,Safari
EVT0000001218,CUST001403,logout,2026-02-01 18:05:55,/products/274,SESS00004279,Tablet,Firefox
EVT0000001219,CUST001370,page_view,2026-02-11 07:46:31,/products/393,SESS00002442,Tablet,Safari
EVT0000001220,CUST000257,page_view,2026-01-31 21:26:17,/products/112,SESS00000492,Mobile,Firefox
EVT0000001221,CUST000610,login,2026-02-06 13:25:43,/products/367,SESS00003066,Desktop,Firefox
EVT0000001222,CUST000376,click,2026-02-04 08:39:32,/products/302,SESS00002392,Desktop,Safari
EVT0000001223,CUST000148,page_view,2026-01-24 18:18:41,/products/23,SESS00004749,Desktop,Edge
EVT0000001224,CUST001654,add_to_cart,2026-01-31 06:45:18,/products/108,SESS00001477,Tablet,Firefox
EVT0000001225,CUST001961,logout,2026-01-21 06:36:49,/products/41,SESS00004385,Tablet,Safari
EVT0000001226,CUST000814,purchase,2026-02-01 09:58:35,/products/30,SESS00001599,Tablet,Safari
EVT0000001227,CUST000223,checkout,2026-01-25 19:37:33,/products/463,SESS00001118,Tablet,Firefox
EVT0000001228,CUST001593,page_view,2026-01-24 23:07:44,/products/390,SESS00004416,Tablet,Firefox
EVT0000001229,CUST001226,click,2026-01-26 23:32:48,/products/329,SESS00003192,Mobile,Safari
EVT0000001230,CUST000729,checkout,2026-02-10 00:07:09,/products/139,SESS00002008,Tablet,Safari
EVT0000001231,CUST000794,login,2026-01-29 11:01:46,/products/51,SESS00002352,Tablet,Firefox
EVT0000001232,CUST001482,add_to_cart,2026-01-18 02:25:21,/products/252,SESS00004071,Desktop,Safari
EVT0000001233,CUST001015,logout,2026-01-25 23:59:39,/products/170,SESS00004823,Tablet,Edge
EVT0000001234,CUST000442,purchase,2026-01-15 14:26:29,/products/264,SESS00004433,Mobile,Safari
EVT0000001235,CUST001926,checkout,2026-01-25 11:59:03,/products/215,SESS00000354,Desktop,Chrome
EVT0000001236,CUST001651,checkout,2026-01-20 00:31:08,/products/41,SESS00003107,Mobile,Safari
EVT0000001237,CUST001682,checkout,2026-01-25 00:33:40,/products/184,SESS00004464,Desktop,Chrome
EVT0000001238,CUST000606,logout,2026-01-23 14:04:17,/products/228,SESS00002808,Desktop,Firefox
EVT0000001239,CUST001066,click,2026-02-08 00:52:13,/products/71,SESS00003287,Desktop,Edge
EVT0000001240,CUST001280,logout,2026-01-29 02:11:37,/products/289,SESS00003842,Mobile,Safari
EVT0000001241,CUST000092,checkout,2026-02-03 22:51:37,/products/174,SESS00003166,Mobile,Edge
EVT0000001242,CUST000270,checkout,2026-02-02 19:18:43,/products/9,SESS00000738,Tablet,Firefox
EVT0000001243,CUST001072,checkout,2026-01-21 04:34:41,/products/7,SESS00001201,Tablet,Firefox
EVT0000001244,CUST000257,page_view,2026-01-29 03:44:36,/products/23,SESS00000130,Tablet,Safari
EVT0000001245,CUST001137,page_view,2026-01-17 06:20:26,/products/205,SESS00003083,Desktop,Edge
EVT0000001246,CUST001314,login,2026-01-25 06:34:11,/products/120,SESS00001093,Desktop,Chrome
EVT0000001247,CUST000209,page_view,2026-01-23 22:13:00,/products/487,SESS00001941,Tablet,Edge
EVT0000001248,CUST001027,click,2026-01-24 05:35:09,/products/325,SESS00002321,Desktop,Edge
EVT0000001249,CUST001455,click,2026-01-31 00:00:31,/products/256,SESS00002227,Tablet,Firefox
EVT0000001250,CUST000875,purchase,2026-01-16 18:41:14,/products/473,SESS00004562,Mobile,Firefox
EVT0000001251,CUST001026,purchase,2026-01-22 13:48:22,/products/329,SESS00002189,Tablet,Firefox
EVT0000001252,CUST000437,checkout,2026-02-01 13:46:48,/products/21,SESS00002504,Tablet,Edge
EVT0000001253,CUST001023,click,2026-01-20 11:57:11,/products/326,SESS00004952,Tablet,Chrome
EVT0000001254,CUST001207,logout,2026-02-01 00:47:24,/products/19,SESS00003903,Tablet,Safari
EVT0000001255,CUST001298,login,2026-02-06 14:51:49,/products/374,SESS00002979,Desktop,Chrome
EVT0000001256,CUST000152,add_to_cart,2026-01-17 23:27:41,/products/236,SESS00003839,Mobile,Firefox
EVT0000001257,CUST001990,purchase,2026-02-11 04:46:24,/products/401,SESS00003332,Desktop,Edge
EVT0000001258,CUST000210,page_view,2026-01-18 07:36:58,/products/274,SESS00001680,Mobile,Edge
EVT0000001259,CUST001331,login,2026-02-08 03:11:28,/products/422,SESS00004466,Desktop,Safari
EVT0000001260,CUST000313,checkout,2026-01-20 21:06:26,/products/308,SESS00003360,Tablet,Chrome
EVT0000001261,CUST001896,purchase,2026-01-20 06:56:22,/products/471,SESS00002149,Tablet,Firefox
EVT0000001262,CUST000898,click,2026-02-09 13:31:15,/products/32,SESS00002581,Desktop,Edge
EVT0000001263,CUST000836,logout,2026-02-11 16:10:25,/products/280,SESS00001441,Desktop,Safari
EVT0000001264,CUST001260,logout,2026-01-31 11:24:58,/products/50,SESS00004038,Tablet,Safari
EVT0000001265,CUST001534,click,2026-01-28 00:13:45,/products/405,SESS00003300,Tablet,Chrome
EVT0000001266,CUST000571,login,2026-02-09 19:12:27,/products/31,SESS00001098,Mobile,Chrome
EVT0000001267,CUST001034,checkout,2026-02-10 06:23:22,/products/316,SESS00002199,Desktop,Firefox
EVT0000001268,CUST000383,logout,2026-02-08 21:03:17,/products/91,SESS00002084,Tablet,Chrome
EVT0000001269,CUST001124,add_to_cart,2026-01-16 13:40:10,/products/214,SESS00001673,Desktop,Chrome
EVT0000001270,CUST001229,page_view,2026-01-17 05:43:52,/products/94,SESS00001416,Tablet,Firefox
EVT0000001271,CUST001613,login,2026-02-13 04:44:40,/products/317,SESS00004357,Desktop,Edge
EVT0000001272,CUST000422,click,2026-01-27 11:58:52,/products/16,SESS00003754,Mobile,Safari
EVT0000001273,CUST000292,checkout,2026-01-21 23:37:35,/products/247,SESS00000152,Desktop,Chrome
EVT0000001274,CUST000941,purchase,2026-01-22 07:36:28,/products/183,SESS00003494,Tablet,Chrome
EVT0000001275,CUST000757,purchase,2026-01-29 03:21:23,/products/55,SESS00001429,Tablet,Safari
EVT0000001276,CUST001136,checkout,2026-02-07 18:31:20,/products/167,SESS00002646,Desktop,Firefox
EVT0000001277,CUST001788,checkout,2026-01-22 15:25:22,/products/216,SESS00002585,Desktop,Safari
EVT0000001278,CUST000606,login,2026-01-21 09:06:27,/products/304,SESS00001799,Desktop,Safari
EVT0000001279,CUST001601,page_view,2026-02-11 10:19:45,/products/305,SESS00003666,Tablet,Edge
EVT0000001280,CUST001316,login,2026-01-27 19:25:37,/products/90,SESS00001934,Desktop,Edge
EVT0000001281,CUST000943,add_to_cart,2026-02-06 21:37:13,/products/401,SESS00004182,Desktop,Edge
EVT0000001282,CUST001905,checkout,2026-01-31 17:00:20,/products/381,SESS00004778,Tablet,Safari
EVT0000001283,CUST001842,checkout,2026-02-05 04:47:26,/products/454,SESS00004987,Mobile,Edge
EVT0000001284,CUST001713,add_to_cart,2026-01-22 16:40:09,/products/57,SESS00003591,Desktop,Chrome
EVT0000001285,CUST000463,login,2026-02-03 20:11:16,/products/494,SESS00003812,Tablet,Safari
EVT0000001286,CUST001460,login,2026-01-23 21:47:49,/products/34,SESS00000256,Desktop,Firefox
EVT0000001287,CUST001413,checkout,2026-01-19 19:04:26,/products/441,SESS00001001,Mobile,Safari
EVT0000001288,CUST000141,click,2026-01-18 08:46:30,/products/174,SESS00001232,Desktop,Safari
EVT0000001289,CUST001682,click,2026-01-15 06:29:37,/products/454,SESS00002611,Mobile,Safari
EVT0000001290,CUST001339,logout,2026-01-24 19:44:24,/products/410,SESS00003471,Desktop,Chrome
EVT0000001291,CUST001503,logout,2026-01-28 14:28:55,/products/185,SESS00000656,Mobile,Firefox
EVT0000001292,CUST001892,logout,2026-01-20 21:04:15,/products/109,SESS00004101,Tablet,Safari
EVT0000001293,CUST001969,page_view,2026-01-31 03:13:25,/products/355,SESS00002758,Mobile,Safari
EVT0000001294,CUST000192,page_view,2026-02-06 16:58:50,/products/345,SESS00001274,Desktop,Edge
EVT0000001295,CUST001669,login,2026-01-15 00:41:11,/products/445,SESS00001572,Tablet,Chrome
EVT0000001296,CUST001842,checkout,2026-02-05 07:57:10,/products/91,SESS00001791,Desktop,Firefox
EVT0000001297,CUST000505,logout,2026-01-27 23:38:17,/products/415,SESS00004974,Tablet,Firefox
EVT0000001298,CUST001927,login,2026-01-31 10:47:27,/products/335,SESS00004965,Mobile,Firefox
EVT0000001299,CUST000548,purchase,2026-01-28 04:11:21,/products/113,SESS00002731,Mobile,Edge
EVT0000001300,CUST000684,logout,2026-01-18 04:52:55,/products/404,SESS00004470,Tablet,Safari
EVT0000001301,CUST001884,add_to_cart,2026-01-26 03:11:26,/products/281,SESS00004344,Mobile,Edge
EVT0000001302,CUST001898,logout,2026-01-24 14:43:48,/products/461,SESS00000759,Desktop,Edge
EVT0000001303,CUST001365,login,2026-01-21 05:12:19,/products/468,SESS00001552,Desktop,Chrome
EVT0000001304,CUST001205,page_view,2026-02-01 21:49:01,/products/68,SESS00003327,Mobile,Firefox
EVT0000001305,CUST001251,logout,2026-01-15 09:36:43,/products/56,SESS00001711,Mobile,Safari
EVT0000001306,CUST001144,checkout,2026-01-15 11:55:44,/products/143,SESS00001458,Mobile,Chrome
EVT0000001307,CUST000062,purchase,2026-01-20 10:12:56,/products/73,SESS00004757,Desktop,Firefox
EVT0000001308,CUST000401,click,2026-02-01 15:42:34,/products/462,SESS00003611,Desktop,Safari
EVT0000001309,CUST001665,click,2026-01-19 23:11:01,/products/104,SESS00004341,Desktop,Safari
EVT0000001310,CUST000817,login,2026-02-09 04:44:39,/products/427,SESS00004922,Desktop,Chrome
EVT0000001311,CUST000442,purchase,2026-01-17 13:24:22,/products/70,SESS00000989,Tablet,Firefox
EVT0000001312,CUST001419,login,2026-02-05 04:27:57,/products/472,SESS00004549,Mobile,Chrome
EVT0000001313,CUST000543,login,2026-01-31 21:29:49,/products/144,SESS00001097,Tablet,Firefox
EVT0000001314,CUST001324,purchase,2026-01-19 19:49:24,/products/99,SESS00002969,Mobile,Firefox
EVT0000001315,CUST001084,purchase,2026-01-28 04:01:27,/products/159,SESS00002573,Desktop,Firefox
EVT0000001316,CUST000137,click,2026-01-21 15:51:29,/products/427,SESS00000431,Tablet,Edge
EVT0000001317,CUST000196,page_view,2026-01-30 08:24:58,/products/186,SESS00001440,Desktop,Edge
EVT0000001318,CUST001146,page_view,2026-02-08 04:34:18,/products/16,SESS00001961,Tablet,Edge
EVT0000001319,CUST001031,login,2026-01-21 15:22:03,/products/174,SESS00001889,Mobile,Firefox
EVT0000001320,CUST001669,checkout,2026-01-31 17:27:06,/products/97,SESS00000582,Desktop,Edge
EVT0000001321,CUST000496,add_to_cart,2026-01-23 07:59:28,/products/48,SESS00000626,Desktop,Edge
EVT0000001322,CUST000251,click,2026-02-07 01:41:12,/products/433,SESS00004801,Mobile,Edge
EVT0000001323,CUST000697,checkout,2026-02-10 22:05:55,/products/134,SESS00003732,Mobile,Firefox
EVT0000001324,CUST000155,click,2026-01-31 00:26:31,/products/463,SESS00004023,Mobile,Chrome
EVT0000001325,CUST001754,logout,2026-01-19 05:07:15,/products/58,SESS00004009,Desktop,Safari
EVT0000001326,CUST001857,add_to_cart,2026-01-18 15:51:37,/products/116,SESS00001072,Desktop,Firefox
EVT0000001327,CUST000737,login,2026-01-26 14:26:31,/products/420,SESS00003165,Mobile,Safari
EVT0000001328,CUST000269,page_view,2026-02-01 04:29:06,/products/322,SESS00002022,Desktop,Safari
EVT0000001329,CUST001284,add_to_cart,2026-01-23 16:54:31,/products/164,SESS00003788,Tablet,Chrome
EVT0000001330,CUST000727,login,2026-01-26 19:53:47,/products/107,SESS00002412,Desktop,Safari
EVT0000001331,CUST000016,add_to_cart,2026-02-12 10:30:20,/products/174,SESS00003962,Mobile,Edge
EVT0000001332,CUST000418,logout,2026-01-29 01:56:49,/products/468,SESS00003492,Desktop,Firefox
EVT0000001333,CUST001799,page_view,2026-02-12 22:33:25,/products/387,SESS00002770,Desktop,Edge
EVT0000001334,CUST000460,login,2026-02-12 04:57:42,/products/93,SESS00004240,Mobile,Firefox
EVT0000001335,CUST001646,checkout,2026-02-12 20:10:14,/products/453,SESS00001738,Tablet,Firefox
EVT0000001336,CUST001023,checkout,2026-02-04 19:34:19,/products/304,SESS00000007,Desktop,Edge
EVT0000001337,CUST001690,add_to_cart,2026-02-12 04:28:30,/products/62,SESS00001262,Tablet,Chrome
EVT0000001338,CUST000852,page_view,2026-02-04 04:09:57,/products/499,SESS00003542,Mobile,Safari
EVT0000001339,CUST000182,page_view,2026-01-21 16:49:53,/products/30,SESS00004645,Mobile,Chrome
EVT0000001340,CUST000586,login,2026-01-30 18:59:37,/products/336,SESS00001398,Desktop,Chrome
EVT0000001341,CUST001347,checkout,2026-01-31 02:27:09,/products/119,SESS00002084,Desktop,Edge
EVT0000001342,CUST000158,login,2026-02-05 22:28:41,/products/119,SESS00000945,Tablet,Edge
EVT0000001343,CUST001098,purchase,2026-01-21 13:34:27,/products/354,SESS00003825,Mobile,Edge
EVT0000001344,CUST001905,purchase,2026-01-19 21:09:31,/products/340,SESS00001517,Tablet,Safari
EVT0000001345,CUST000339,logout,2026-02-07 10:44:04,/products/400,SESS00004155,Tablet,Chrome
EVT0000001346,CUST000540,logout,2026-01-26 06:04:32,/products/453,SESS00004088,Tablet,Chrome
EVT0000001347,CUST000098,page_view,2026-02-02 13:52:37,/products/174,SESS00004309,Desktop,Chrome
EVT0000001348,CUST001764,page_view,2026-01-28 13:35:16,/products/8,SESS00004427,Desktop,Firefox
EVT0000001349,CUST001599,login,2026-01-21 18:56:14,/products/377,SESS00004512,Tablet,Chrome
EVT0000001350,CUST000806,add_to_cart,2026-01-23 11:03:48,/products/240,SESS00003200,Tablet,Safari
EVT0000001351,CUST000051,logout,2026-01-16 09:46:49,/products/324,SESS00003648,Mobile,Safari
EVT0000001352,CUST001010,checkout,2026-02-08 02:24:09,/products/336,SESS00002635,Desktop,Safari
EVT0000001353,CUST000401,logout,2026-02-09 23:32:34,/products/460,SESS00002411,Mobile,Edge
EVT0000001354,CUST001092,purchase,2026-01-17 06:06:38,/products/397,SESS00001182,Mobile,Safari
EVT0000001355,CUST000786,add_to_cart,2026-02-04 14:54:33,/products/87,SESS00004301,Desktop,Chrome
EVT0000001356,CUST001125,logout,2026-02-09 10:03:56,/products/223,SESS00000727,Mobile,Edge
EVT0000001357,CUST000927,page_view,2026-02-03 10:28:58,/products/382,SESS00002918,Mobile,Edge
EVT0000001358,CUST000404,click,2026-02-05 00:20:34,/products/68,SESS00000211,Tablet,Safari
EVT0000001359,CUST000153,login,2026-01-21 05:09:19,/products/488,SESS00001675,Mobile,Safari
EVT0000001360,CUST000162,page_view,2026-01-25 08:09:43,/products/64,SESS00004303,Desktop,Firefox
EVT0000001361,CUST001535,page_view,2026-01-29 16:37:59,/products/175,SESS00002426,Tablet,Safari
EVT0000001362,CUST000201,purchase,2026-02-01 17:40:52,/products/337,SESS00002388,Tablet,Safari
EVT0000001363,CUST001559,logout,2026-02-08 02:35:55,/products/3,SESS00004081,Mobile,Edge
EVT0000001364,CUST000410,page_view,2026-02-05 23:38:30,/products/301,SESS00001157,Mobile,Edge
EVT0000001365,CUST000679,add_to_cart,2026-01-28 03:38:20,/products/303,SESS00003516,Tablet,Edge
EVT0000001366,CUST000079,login,2026-02-06 10:18:01,/products/28,SESS00004535,Desktop,Edge
EVT0000001367,CUST000270,purchase,2026-01-23 18:40:05,/products/151,SESS00000187,Desktop,Firefox
EVT0000001368,CUST000480,purchase,2026-01-28 18:53:08,/products/416,SESS00003492,Mobile,Chrome
EVT0000001369,CUST001066,page_view,2026-01-24 01:35:27,/products/105,SESS00003910,Desktop,Firefox
EVT0000001370,CUST000437,purchase,2026-02-02 05:21:56,/products/420,SESS00003810,Mobile,Edge
EVT0000001371,CUST000002,logout,2026-01-21 14:54:29,/products/466,SESS00003078,Tablet,Chrome
EVT0000001372,CUST001506,login,2026-01-15 13:16:18,/products/16,SESS00000427,Tablet,Edge
EVT0000001373,CUST000308,page_view,2026-02-01 05:52:03,/products/70,SESS00000483,Tablet,Firefox
EVT0000001374,CUST001310,add_to_cart,2026-01-28 16:49:27,/products/66,SESS00002183,Tablet,Chrome
EVT0000001375,CUST001196,purchase,2026-02-02 09:32:15,/products/262,SESS00001317,Desktop,Edge
EVT0000001376,CUST000171,click,2026-01-20 12:57:41,/products/250,SESS00002256,Desktop,Safari
EVT0000001377,CUST000156,purchase,2026-02-08 13:00:22,/products/222,SESS00003600,Desktop,Firefox
EVT0000001378,CUST000673,checkout,2026-01-25 20:27:05,/products/25,SESS00000440,Desktop,Firefox
EVT0000001379,CUST000077,click,2026-01-17 05:35:44,/products/48,SESS00004533,Tablet,Firefox
EVT0000001380,CUST000979,add_to_cart,2026-01-26 10:26:05,/products/170,SESS00004780,Desktop,Firefox
EVT0000001381,CUST000729,login,2026-01-24 04:43:04,/products/105,SESS00000348,Desktop,Safari
EVT0000001382,CUST001679,checkout,2026-02-02 21:28:14,/products/385,SESS00001462,Desktop,Chrome
EVT0000001383,CUST001580,page_view,2026-02-06 07:14:26,/products/255,SESS00000926,Tablet,Safari
EVT0000001384,CUST000767,page_view,2026-01-26 23:58:57,/products/363,SESS00004389,Mobile,Edge
EVT0000001385,CUST000858,checkout,2026-02-03 11:36:32,/products/192,SESS00004320,Tablet,Chrome
EVT0000001386,CUST000507,purchase,2026-01-28 10:16:52,/products/188,SESS00002558,Desktop,Edge
EVT0000001387,CUST001395,logout,2026-01-20 20:33:54,/products/63,SESS00003313,Desktop,Edge
EVT0000001388,CUST001059,logout,2026-01-26 19:06:31,/products/9,SESS00003809,Mobile,Safari
