order_id,customer_id,order_date,order_amount,order_status,payment_method,shipping_country,discount_applied
ORD00001358,CUST000713,2025-11-26,1880.3,Shipped,Debit Card,Spain,20
ORD00001359,CUST001399,2025-11-02,2829.06,Cancelled,PayPal,Australia,0
ORD00001360,CUST001484,2025-05-31,3605.59,Returned,Bank Transfer,France,25
ORD00001361,CUST000015,2025-03-29,197.21,Shipped,Debit Card,Germany,10
ORD00001362,CUST000488,2025-08-22,65.56,Shipped,Bank Transfer,UK,10
ORD00001363,CUST000254,2025-11-16,1885.78,Cancelled,Credit Card,Australia,15
ORD00001364,CUST000942,2025-12-09,2846.15,Shipped,PayPal,Spain,20
ORD00001365,CUST000829,2025-04-14,1280.83,Returned,Credit Card,Italy,0
ORD00001366,CUST001978,2025-03-03,3378.68,Returned,Bank Transfer,France,25
ORD00001367,CUST000120,2025-08-16,4006.08,Returned,Bank Transfer,Italy,0
ORD00001368,CUST000457,2025-03-15,1296.41,Cancelled,Credit Card,USA,10
ORD00001369,CUST001112,2025-10-13,3356.34,Shipped,Credit Card,Australia,20
ORD00001370,CUST001549,2026-02-05,483.15,Cancelled,Debit Card,Australia,10
ORD00001371,CUST001285,2025-08-20,1268.16,Pending,Bank Transfer,Spain,0
ORD00001372,CUST001137,2025-08-04,3869.71,Returned,Credit Card,Germany,15
ORD00001373,CUST001650,2026-01-10,3444.94,Delivered,PayPal,Spain,10
ORD00001374,CUST001124,2026-01-31,1702.25,Delivered,PayPal,Italy,0
ORD00001375,CUST000246,2025-07-21,4004.46,Pending,PayPal,Spain,20
ORD00001376,CUST000142,2025-12-22,342.22,Shipped,Bank Transfer,Australia,20
ORD00001377,CUST000827,2026-02-04,3866.33,Delivered,Debit Card,Australia,20
ORD00001378,CUST001525,2025-08-15,1256.53,Delivered,PayPal,France,5
ORD00001379,CUST001221,2025-04-01,4002.08,Delivered,Credit Card,Italy,10
ORD00001380,CUST001794,2025-06-16,1587.45,Cancelled,Bank Transfer,Italy,5
ORD00001381,CUST000538,2025-06-12,4405.08,Pending,Debit Card,Canada,10
ORD00001382,CUST001231,2025-04-03,191.31,Pending,Credit Card,Spain,20
ORD00001383,CUST000423,2025-06-19,3610.85,Returned,Bank Transfer,Spain,0
ORD00001384,CUST001986,2025-06-26,3974.95,Delivered,Bank Transfer,Germany,15
ORD00001385,CUST001451,2026-01-19,3383.98,Returned,Credit Card,Germany,5
ORD00001386,CUST000339,2025-08-08,983.06,Returned,Debit Card,Canada,5
ORD00001387,,2025-08-15,4588.55,Cancelled,Bank Transfer,Italy,20
ORD00001388,CUST000909,2025-08-06,828.86,Shipped,Bank Transfer,Germany,10
ORD00001389,CUST001403,2025-04-05,4561.26,Shipped,Debit Card,Australia,10
ORD00001390,CUST000810,2026-01-21,1240.14,Returned,Bank Transfer,Canada,5
ORD00001391,CUST001019,2025-10-04,502.72,Delivered,Debit Card,USA,25
ORD00001392,CUST000199,2026-01-30,4209.37,Returned,Debit Card,France,10
ORD00001393,CUST000352,2025-03-21,3503.39,Delivered,Bank Transfer,Italy,0
ORD00001394,CUST000582,2025-06-15,3513.38,Delivered,Debit Card,Spain,0
ORD00001395,CUST001764,2025-10-08,2039.7,Pending,PayPal,Australia,0
ORD00001396,CUST000639,2025-02-16,2861.51,Delivered,Debit Card,Germany,20
ORD00001397,CUST001839,2025-03-11,2330.28,Returned,PayPal,Spain,25
ORD00001398,CUST000518,2025-10-30,4142.11,Pending,Credit Card,Spain,15
ORD00001399,CUST001953,2025-12-28,3358.29,Pending,Bank Transfer,Australia,0
ORD00001400,CUST000905,2025-03-20,2793.16,Cancelled,Credit Card,Spain,15
ORD00001401,CUST001097,2025-10-04,3741.47,Pending,PayPal,Australia,10
ORD00001402,CUST000961,2025-05-11,1476.76,Returned,Credit Card,Spain,15
ORD00001403,CUST000896,2026-01-23,244.96,Pending,Bank Transfer,Spain,20
ORD00001404,CUST000748,2025-11-21,4927.19,Returned,Credit Card,UK,20
ORD00001405,CUST001069,2025-12-01,1248.79,Returned,Credit Card,UK,25
ORD00001406,CUST000223,2025-12-25,3802.22,Shipped,Credit Card,UK,15
ORD00001407,CUST001812,2025-09-08,3623.35,Pending,Debit Card,France,25
ORD00001408,CUST000535,2025-11-15,1977.22,Delivered,PayPal,Germany,15
ORD00001409,CUST000618,2025-08-02,4351.69,Delivered,PayPal,Germany,25
ORD00001410,CUST000533,2025-07-03,415.73,Pending,PayPal,Australia,10
ORD00001411,CUST001374,2025-04-16,3890.14,Returned,Credit Card,UK,0
ORD00001412,CUST000600,2025-05-09,2461.48,Shipped,Debit Card,France,25
ORD00001413,CUST000697,2025-10-07,4078.1,Returned,PayPal,Canada,20
ORD00001414,CUST000491,2025-02-18,843.6,Pending,PayPal,Canada,25
ORD00001415,CUST000698,2026-01-30,2900.0,Shipped,Bank Transfer,France,0
ORD00001416,CUST001312,2025-07-26,1275.59,Pending,Bank Transfer,Italy,20
ORD00001417,CUST001425,2025-11-21,905.1,Pending,Debit Card,Canada,25
ORD00001418,CUST000360,2025-08-12,2586.51,Pending,Credit Card,France,25
ORD00001419,CUST001293,2026-01-20,2427.69,Delivered,Debit Card,Australia,20
ORD00001420,CUST000136,2025-04-12,1977.74,Shipped,Credit Card,Italy,20
ORD00001421,CUST000601,2026-02-02,53.39,Cancelled,Credit Card,Germany,15
ORD00001422,CUST000055,2025-09-17,921.53,Delivered,Credit Card,Germany,0
ORD00001423,CUST000211,2025-05-10,2276.6,Returned,Bank Transfer,UK,5
ORD00001424,CUST000189,2025-11-24,978.25,Delivered,Debit Card,UK,0
ORD00001425,CUST001124,2025-06-29,4136.38,Shipped,PayPal,Italy,20
ORD00001426,,2026-01-10,3703.78,Pending,PayPal,Italy,0
ORD00001427,CUST001986,2025-10-20,4117.34,Pending,Debit Card,France,20
ORD00001428,CUST001842,2025-08-20,3564.55,Shipped,Debit Card,Australia,25
ORD00001429,CUST000380,2025-08-31,748.78,Cancelled,PayPal,UK,15
ORD00001430,CUST000767,2025-07-18,2058.45,Shipped,Debit Card,Spain,20
ORD00001431,CUST001459,2025-05-18,4254.93,Delivered,PayPal,Italy,5
ORD00001432,CUST000677,2025-11-16,4329.56,Delivered,Bank Transfer,USA,10
ORD00001433,CUST000070,2025-10-01,2615.63,Delivered,Bank Transfer,France,15
ORD00001434,CUST001656,2025-03-20,4301.64,Pending,Debit Card,Canada,10
ORD00001435,CUST001449,2025-08-09,1161.62,Cancelled,Debit Card,Australia,25
ORD00001436,CUST001055,2025-04-24,3088.51,Pending,Bank Transfer,UK,20
ORD00001437,CUST001301,2025-10-04,1310.99,Shipped,PayPal,Germany,15
ORD00001438,CUST000717,2025-12-19,4233.84,Delivered,PayPal,Australia,15
ORD00001439,CUST000354,2025-07-18,4469.43,Delivered,Bank Transfer,France,10
ORD00001440,CUST000035,2025-12-09,2609.5,Returned,PayPal,Australia,20
ORD00001441,CUST001644,2025-04-18,2746.11,Shipped,Credit Card,USA,15
ORD00001442,CUST001385,2025-03-08,3353.78,Cancelled,Bank Transfer,Canada,25
ORD00001443,CUST000449,2025-03-08,4174.15,Cancelled,Credit Card,Spain,15
ORD00001444,,2025-08-16,2211.38,Pending,Credit Card,Australia,5
ORD00001445,CUST000139,2025-08-06,4550.83,Returned,Credit Card,Canada,0
ORD00001446,CUST001197,2026-01-16,1177.75,Returned,PayPal,Italy,5
ORD00001447,CUST001983,2025-05-27,227.2,Cancelled,Bank Transfer,Canada,0
ORD00001448,CUST001759,2025-06-18,1623.16,Delivered,Credit Card,Italy,25
ORD00001449,CUST000864,2025-12-29,3785.88,Cancelled,Credit Card,Italy,10
ORD00001450,CUST000113,2026-01-19,3927.49,Shipped,Credit Card,Spain,20
ORD00001451,CUST000048,2025-10-11,2807.12,Delivered,Credit Card,Germany,0
ORD00001452,CUST001107,2025-06-08,4539.37,Pending,Bank Transfer,USA,20
ORD00001453,CUST000784,2025-10-15,4959.18,Shipped,PayPal,Spain,25
ORD00001454,CUST001330,2025-10-05,2921.35,Returned,Debit Card,Germany,25
ORD00001455,CUST000183,2025-07-09,1435.51,Shipped,Credit Card,Germany,10
ORD00001456,CUST001639,2026-01-27,4196.26,Cancelled,Debit Card,Germany,0
ORD00001457,CUST001934,2025-05-09,1865.57,Returned,Debit Card,Italy,0
ORD00001458,CUST000188,2025-06-29,2410.54,Delivered,PayPal,Germany,20
ORD00001459,CUST000448,2025-03-12,1269.62,Delivered,Credit Card,Spain,5
ORD00001460,CUST000806,2026-02-06,2601.39,Returned,PayPal,Italy,5
ORD00001461,CUST000261,2025-11-25,2541.04,Shipped,Credit Card,UK,10
ORD00001462,CUST000113,2025-07-20,2963.52,Shipped,PayPal,USA,0
ORD00001463,CUST001816,2025-08-04,4796.64,Returned,Credit Card,Canada,5
ORD00001464,CUST000996,2026-01-22,2778.25,Shipped,PayPal,USA,0
ORD00001465,CUST000132,2025-12-17,4825.59,Pending,PayPal,USA,0
ORD00001466,CUST001487,2025-07-01,4863.67,Pending,PayPal,Germany,0
ORD00001467,CUST000360,2026-02-13,545.61,Shipped,PayPal,Spain,0
ORD00001468,CUST001421,2025-10-07,1206.41,Delivered,Bank Transfer,Italy,0
ORD00001469,CUST000061,2025-08-09,2947.0,Delivered,Debit Card,USA,15
ORD00001470,CUST001563,2025-04-22,4960.6,Shipped,Bank Transfer,France,10
ORD00001471,CUST001255,2025-07-28,3127.83,Cancelled,PayPal,USA,10
ORD00001472,CUST001074,2025-10-04,1435.46,Delivered,PayPal,Canada,25
ORD00001473,CUST000249,2025-09-22,536.96,Cancelled,PayPal,USA,25
ORD00001474,CUST001335,2025-07-12,2083.21,Shipped,Credit Card,France,10
ORD00001475,CUST001128,2025-03-06,3203.17,Shipped,PayPal,Italy,10
ORD00001476,CUST000271,2025-04-26,1291.62,Pending,Debit Card,Spain,10
ORD00001477,CUST000946,2025-03-13,4765.63,Pending,Bank Transfer,USA,20
ORD00001478,CUST000011,2025-03-09,3393.47,Cancelled,Bank Transfer,France,10
ORD00001479,CUST001860,2025-06-24,3718.93,Cancelled,Bank Transfer,UK,20
ORD00001480,CUST000729,2025-07-28,2891.24,Cancelled,PayPal,France,15
ORD00001481,CUST000453,2025-05-29,4906.41,Shipped,PayPal,Canada,5
ORD00001482,CUST000952,2025-07-13,-12.72,Cancelled,PayPal,Italy,15
ORD00001483,CUST001458,2025-03-15,1366.44,Cancelled,Credit Card,Spain,20
ORD00001484,CUST000599,2025-10-07,2561.5,Cancelled,PayPal,Spain,15
ORD00001485,,2025-07-07,3938.62,Returned,Bank Transfer,UK,0
ORD00001486,CUST000538,2025-08-14,1587.8,Shipped,Credit Card,Canada,10
ORD00001487,CUST000547,2025-03-29,1446.15,Shipped,Bank Transfer,Italy,15
ORD00001488,CUST001643,2025-12-10,2863.08,Delivered,Debit Card,Canada,10
ORD00001489,CUST000170,2025-10-27,1461.11,Shipped,Debit Card,Germany,15
ORD00001490,,2025-09-08,2822.67,Returned,Credit Card,Spain,5
ORD00001491,CUST000819,2025-05-22,28.73,Cancelled,Credit Card,Canada,25
ORD00001492,CUST001172,2025-08-13,849.79,Delivered,Credit Card,Germany,20
ORD00001493,CUST001421,2025-03-05,807.18,Returned,Credit Card,Germany,20
ORD00001494,CUST000467,2025-09-23,2987.77,Returned,PayPal,UK,0
ORD00001495,,2026-01-13,713.54,Shipped,Debit Card,USA,25
ORD00001496,CUST001494,2025-12-28,2597.54,Pending,Credit Card,Germany,15
ORD00001497,CUST001394,2025-10-09,2371.12,Pending,Debit Card,UK,15
ORD00001498,CUST001446,2025-11-21,2161.81,Cancelled,Debit Card,Spain,25
ORD00001499,CUST001630,2025-04-30,832.16,Cancelled,PayPal,USA,25
ORD00001500,CUST001145,2025-08-01,2956.92,Pending,PayPal,Australia,0
ORD00001501,CUST000578,2025-11-08,1397.65,Shipped,Credit Card,Italy,10
ORD00001502,CUST001330,2025-02-25,4988.08,Delivered,Bank Transfer,USA,25
ORD00001503,CUST000930,2025-09-18,2565.19,Pending,Debit Card,France,25
ORD00001504,CUST000867,2025-10-16,954.22,Shipped,PayPal,Italy,25
ORD00001505,CUST001421,2025-04-07,4785.47,Returned,Bank Transfer,Spain,25
ORD00001506,CUST001990,2026-02-10,2247.62,Delivered,Debit Card,France,10
ORD00001507,CUST001368,2025-10-15,2301.81,Shipped,Debit Card,USA,10
ORD00001508,CUST000783,2025-12-27,1320.54,Shipped,Bank Transfer,Australia,0
ORD00001509,CUST001896,2025-05-29,1283.29,Returned,PayPal,UK,15
ORD00001510,CUST000710,2025-07-03,3844.05,Delivered,Debit Card,Italy,10
ORD00001511,CUST000600,2025-03-03,640.72,Pending,PayPal,Canada,20
ORD00001512,CUST000633,2025-04-23,4604.02,Cancelled,PayPal,USA,0
ORD00001513,CUST001107,2025-04-12,3298.11,Pending,Bank Transfer,UK,25
ORD00001514,CUST000086,2026-01-15,2334.63,Cancelled,Bank Transfer,Italy,25
ORD00001515,CUST000158,2025-12-03,820.47,Returned,Bank Transfer,USA,10
ORD00001516,CUST001277,2025-04-15,1890.16,Delivered,Bank Transfer,UK,20
ORD00001517,CUST000480,2025-03-16,2959.35,Shipped,Bank Transfer,Canada,15
ORD00001518,CUST001986,2025-11-11,2979.45,Delivered,PayPal,Italy,25
ORD00001519,CUST000584,2026-01-25,1303.83,Returned,Bank Transfer,Italy,25
ORD00001520,CUST001818,2025-08-19,3855.23,Cancelled,PayPal,Australia,25
ORD00001521,CUST001662,2025-07-14,3611.65,Returned,Debit Card,France,20
ORD00001522,CUST000636,2025-11-21,4603.3,Returned,Credit Card,France,25
ORD00001523,CUST001891,2025-07-08,4083.36,Returned,Bank Transfer,Canada,25
ORD00001524,,2026-01-20,3119.08,Cancelled,Credit Card,Spain,25
ORD00001525,CUST001603,2025-09-29,4414.64,Pending,Debit Card,France,5
ORD00001526,CUST001610,2025-04-13,61.1,Delivered,Credit Card,Australia,15
ORD00001527,CUST001249,2025-03-03,4333.62,Pending,Debit Card,France,15
ORD00001528,CUST001103,2025-12-13,2665.94,Returned,Debit Card,Spain,15
ORD00001529,CUST000021,2025-04-13,644.62,Delivered,Credit Card,Italy,0
ORD00001530,CUST001251,2025-05-25,3381.35,Delivered,Debit Card,Australia,25
ORD00001531,CUST001232,2025-10-28,4393.82,Pending,Credit Card,Spain,10
ORD00001532,CUST001712,2025-10-25,3136.6,Pending,Debit Card,Italy,20
ORD00001533,CUST000772,2025-05-08,2426.22,Delivered,PayPal,France,10
ORD00001534,CUST001130,2025-05-19,2785.37,Cancelled,Credit Card,Australia,0
ORD00001535,CUST000454,2026-01-24,279.84,Pending,Debit Card,Germany,15
ORD00001536,CUST001367,2025-11-21,2850.82,Pending,Credit Card,Australia,10
ORD00001537,CUST001344,2025-02-19,3940.73,Delivered,PayPal,Italy,0
ORD00001538,CUST001151,2025-09-02,4650.35,Pending,Bank Transfer,France,5
ORD00001539,CUST001567,2025-11-12,1788.65,Delivered,PayPal,Italy,0
ORD00001540,CUST000039,2025-03-06,1216.65,Returned,Credit Card,Italy,5
ORD00001541,CUST000832,2025-03-20,3561.98,Delivered,Debit Card,Canada,10
ORD00001542,CUST000012,2025-10-18,2355.75,Delivered,Credit Card,France,15
ORD00001543,CUST001776,2025-09-02,419.74,Shipped,Debit Card,Australia,10
ORD00001544,CUST001345,2025-05-22,4356.0,Returned,Credit Card,France,10
ORD00001545,CUST001989,2025-05-18,4232.11,Delivered,Debit Card,Italy,25
ORD00001546,CUST001887,2025-03-15,1012.21,Returned,PayPal,USA,10
ORD00001547,CUST001825,2026-02-12,3957.58,Cancelled,Debit Card,Italy,5
ORD00001548,CUST000637,2025-08-07,63.69,Delivered,PayPal,Canada,0
ORD00001549,CUST001070,2025-06-20,338.43,Pending,Credit Card,Australia,15
ORD00001550,CUST001320,2025-11-13,420.48,Delivered,Credit Card,Germany,15
ORD00001551,CUST001569,2026-01-02,3808.75,Shipped,PayPal,Spain,20
ORD00001552,CUST000845,2025-04-17,3293.75,Pending,Debit Card,Italy,5
ORD00001553,CUST000719,2025-02-16,1843.04,Returned,PayPal,UK,5
ORD00001554,CUST001434,2025-04-29,3793.85,Shipped,PayPal,Italy,20
ORD00001555,CUST001604,2025-09-12,670.79,Pending,Bank Transfer,Spain,25
ORD00001556,CUST000991,2025-08-08,3022.13,Returned,PayPal,Canada,5
ORD00001557,CUST001802,2025-02-21,212.63,Cancelled,Debit Card,Canada,10
ORD00001558,CUST001071,2025-07-09,4268.58,Delivered,Credit Card,Spain,15
ORD00001559,CUST000005,2025-07-04,3519.14,Cancelled,Credit Card,Spain,5
ORD00001560,CUST000645,2025-03-23,4361.71,Cancelled,Credit Card,UK,5
ORD00001561,CUST001139,2025-06-09,2927.67,Cancelled,Credit Card,USA,20
ORD00001562,CUST001543,2025-12-22,1954.53,Returned,Bank Transfer,Spain,0
ORD00001563,CUST001413,2025-07-28,4636.18,Returned,Bank Transfer,Canada,20
ORD00001564,CUST000583,2025-05-26,26.62,Pending,Bank Transfer,Australia,10
ORD00001565,CUST000223,2025-07-25,2721.35,Cancelled,Bank Transfer,Germany,10
ORD00001566,CUST000565,2025-05-06,1491.0,Returned,PayPal,Australia,20
ORD00001567,CUST000114,2025-06-04,1502.37,Returned,PayPal,UK,0
ORD00001568,CUST000894,2025-11-04,2947.47,Cancelled,PayPal,Australia,5
ORD00001569,CUST000879,2025-04-03,1530.96,Pending,Credit Card,France,5
ORD00001570,CUST000835,2025-12-15,1614.12,Delivered,PayPal,UK,0
ORD00001571,CUST001418,2025-02-24,276.7,Delivered,Bank Transfer,USA,5
ORD00001572,CUST001405,2025-03-24,1854.71,Shipped,Debit Card,Germany,15
ORD00001573,CUST000566,2025-09-06,1456.51,Pending,PayPal,Australia,10
ORD00001574,CUST000945,2025-09-30,777.36,Delivered,Debit Card,Italy,5
ORD00001575,CUST000797,2025-11-29,2256.8,Cancelled,Credit Card,Canada,5
ORD00001576,CUST000283,2025-04-17,1597.97,Returned,Bank Transfer,Spain,0
ORD00001577,CUST000821,2025-11-16,3995.15,Delivered,Credit Card,Italy,15
ORD00001578,CUST000093,2026-01-26,4744.64,Cancelled,Debit Card,Spain,25
ORD00001579,CUST001085,2025-10-23,2908.01,Returned,Debit Card,France,5
ORD00001580,CUST001805,2025-09-12,477.26,Pending,Bank Transfer,Spain,20
ORD00001581,CUST000747,2025-07-11,2907.94,Returned,Debit Card,Germany,10
ORD00001582,CUST000999,2025-06-05,1772.42,Shipped,Debit Card,Spain,15
ORD00001583,CUST000038,2025-12-05,2358.11,Pending,PayPal,France,0
ORD00001584,CUST001294,2025-10-17,4076.83,Shipped,PayPal,USA,0
ORD00001585,CUST000350,2025-03-22,3969.05,Cancelled,Bank Transfer,France,20
ORD00001586,CUST001316,2025-02-16,4191.94,Delivered,Debit Card,Australia,15
ORD00001587,CUST001340,2025-08-17,3542.11,Cancelled,PayPal,UK,0
ORD00001588,CUST000880,2025-05-15,1898.28,Delivered,Bank Transfer,Canada,5
ORD00001589,CUST001022,2025-03-26,2505.85,Delivered,Debit Card,UK,20
ORD00001590,CUST000918,2025-11-05,1172.13,Cancelled,Debit Card,USA,5
ORD00001591,CUST001366,2025-08-19,1977.46,Delivered,PayPal,UK,10
ORD00001592,CUST001143,2025-11-26,338.33,Delivered,Debit Card,Australia,25
ORD00001593,CUST000669,2025-11-04,2987.36,Pending,Debit Card,UK,5
ORD00001594,CUST000057,2025-11-26,3385.97,Delivered,Bank Transfer,Australia,0
ORD00001595,CUST001630,2025-10-13,2477.93,Returned,Bank Transfer,UK,15
ORD00001596,CUST000887,2025-02-17,2930.31,Returned,PayPal,Germany,5
ORD00001597,CUST001608,2025-11-21,4274.34,Returned,Debit Card,USA,0
ORD00001598,CUST001900,2026-01-25,2231.27,Cancelled,Bank Transfer,UK,15
ORD00001599,CUST000816,2025-04-07,553.29,Shipped,Bank Transfer,France,0
ORD00001600,CUST001124,2026-01-02,2489.25,Pending,Debit Card,UK,10
ORD00001601,CUST000456,2025-07-06,1727.25,Returned,Credit Card,France,0
ORD00001602,,2025-05-07,2353.09,Pending,Bank Transfer,UK,25
ORD00001603,CUST001868,2025-04-03,4489.66,Pending,Credit Card,Australia,15
ORD00001604,CUST001702,2025-09-06,2538.09,Cancelled,PayPal,UK,20
ORD00001605,CUST000896,2025-02-25,3795.14,Cancelled,Debit Card,UK,5
ORD00001606,CUST001561,2025-07-22,4861.9,Returned,PayPal,Italy,0
ORD00001607,CUST000381,2025-11-01,2864.89,Pending,Bank Transfer,UK,10
ORD00001608,CUST000488,2025-07-30,4329.81,Delivered,Bank Transfer,Canada,5
ORD00001609,CUST001418,2025-12-17,2301.09,Pending,Debit Card,UK,10
ORD00001610,CUST001246,2025-07-16,1088.49,Delivered,Debit Card,Germany,15
ORD00001611,CUST001649,2025-12-26,4081.43,Delivered,Debit Card,Spain,0
ORD00001612,CUST001106,2025-08-26,4590.56,Delivered,PayPal,Spain,25
ORD00001613,CUST001475,2025-06-19,1786.78,Returned,Debit Card,Spain,20
ORD00001614,CUST001593,2025-06-18,4929.99,Returned,Bank Transfer,Australia,20
ORD00001615,CUST001907,2025-11-19,2825.08,Pending,Bank Transfer,Australia,0
ORD00001616,CUST001028,2025-12-23,3507.87,Pending,Bank Transfer,France,20
ORD00001617,CUST001592,2025-07-01,1630.49,Cancelled,Bank Transfer,France,10
ORD00001618,,2026-01-19,257.56,Cancelled,PayPal,Germany,15
ORD00001619,CUST001967,2025-03-19,2887.09,Cancelled,PayPal,USA,10
ORD00001620,CUST001908,2025-05-13,4525.44,Shipped,PayPal,Italy,15
ORD00001621,CUST000512,2025-05-04,1211.77,Cancelled,Debit Card,Australia,15
ORD00001622,CUST000411,2026-02-03,2619.76,Shipped,PayPal,Italy,0
ORD00001623,,2025-05-26,2211.17,Cancelled,Bank Transfer,Canada,0
ORD00001624,CUST001539,2025-07-01,3761.47,Shipped,Debit Card,Spain,0
ORD00001625,CUST001850,2025-08-13,1529.45,Cancelled,Debit Card,France,25
ORD00001626,CUST000730,2025-09-05,4655.82,Cancelled,Debit Card,Germany,20
ORD00001627,CUST000187,2025-12-04,3316.03,Pending,PayPal,USA,0
ORD00001628,CUST001320,2025-11-30,4647.1,Cancelled,Debit Card,USA,25
ORD00001629,CUST000056,2025-07-25,3746.61,Returned,Debit Card,France,10
ORD00001630,CUST000268,2025-05-04,1510.98,Returned,Bank Transfer,Spain,5
ORD00001631,CUST001512,2025-09-26,972.45,Pending,Debit Card,Spain,20
ORD00001632,CUST001035,2025-05-05,1840.24,Delivered,Debit Card,France,20
ORD00001633,CUST001129,2025-05-16,4710.85,Cancelled,Credit Card,UK,10
ORD00001634,CUST000978,2025-06-23,2021.91,Returned,Credit Card,USA,10
ORD00001635,CUST000233,2025-10-24,583.39,Cancelled,Debit Card,UK,0
ORD00001636,CUST000236,2025-08-30,565.31,Returned,PayPal,Australia,0
ORD00001637,CUST000091,2025-10-13,4928.13,Cancelled,PayPal,Australia,5
ORD00001638,,2025-07-11,2517.48,Delivered,Credit Card,UK,25
ORD00001639,CUST000491,2025-08-30,314.18,Shipped,Debit Card,Germany,0
ORD00001640,CUST001476,2025-05-19,3109.9,Delivered,PayPal,Canada,5
ORD00001641,CUST001458,2025-03-14,4554.77,Cancelled,Credit Card,France,25
ORD00001642,CUST000312,2025-09-30,1443.27,Returned,Debit Card,Germany,15
ORD00001643,CUST001913,2025-10-12,4997.66,Shipped,Credit Card,Germany,0
ORD00001644,CUST000902,2025-08-05,824.35,Returned,Debit Card,Italy,5
ORD00001645,CUST000749,2025-06-27,646.51,Shipped,PayPal,Italy,0
ORD00001646,CUST001480,2025-07-30,1641.09,Shipped,Debit Card,Spain,0
ORD00001647,CUST000640,2025-11-08,463.69,Returned,Credit Card,Spain,20
ORD00001648,CUST000524,2025-12-07,1173.86,Shipped,Credit Card,Australia,15
ORD00001649,CUST000002,2025-08-04,3568.85,Returned,Debit Card,Canada,15
ORD00001650,CUST000514,2025-02-18,927.07,Returned,Bank Transfer,Australia,25
ORD00001651,CUST001305,2026-02-08,3083.99,Returned,Bank Transfer,Canada,5
ORD00001652,CUST001826,2025-03-31,2484.56,Shipped,Credit Card,Australia,25
ORD00001653,CUST000003,2025-03-18,2766.04,Shipped,Debit Card,Canada,15
ORD00001654,CUST000693,2026-01-11,4544.71,Returned,Credit Card,Italy,10
ORD00001655,CUST001927,2026-01-24,2630.34,Returned,Bank Transfer,UK,25
ORD00001656,CUST000702,2025-09-14,4145.62,Shipped,Credit Card,USA,20
ORD00001657,CUST001119,2025-02-20,4758.54,Pending,Credit Card,France,5
ORD00001658,CUST001613,2025-10-03,2402.35,Returned,Debit Card,France,10
ORD00001659,CUST001162,2025-03-29,233.16,Pending,Bank Transfer,Italy,10
ORD00001660,CUST001953,2025-09-20,4994.88,Shipped,PayPal,Italy,20
ORD00001661,CUST001836,2026-01-07,972.76,Pending,Credit Card,Australia,25
ORD00001662,CUST000663,2025-03-12,2256.5,Delivered,Credit Card,Germany,25
ORD00001663,CUST001890,2026-01-22,358.19,Pending,PayPal,Spain,10
ORD00001664,CUST000609,2025-11-12,279.26,Shipped,PayPal,Germany,5
ORD00001665,CUST000074,2026-01-24,1388.01,Delivered,Bank Transfer,Germany,0
ORD00001666,CUST001068,2025-03-27,3621.17,Shipped,PayPal,UK,15
ORD00001667,CUST000318,2025-03-12,3782.26,Returned,PayPal,USA,20
ORD00001668,CUST001181,2025-03-18,4667.01,Returned,PayPal,Australia,20
ORD00001669,CUST000836,2025-12-08,4440.63,Pending,Credit Card,France,15
ORD00001670,CUST001324,2025-08-20,2518.48,Pending,Debit Card,UK,15
ORD00001671,CUST001662,2025-05-17,2909.1,Cancelled,Credit Card,Spain,0
ORD00001672,CUST001219,2025-07-09,183.99,Shipped,Debit Card,France,0
ORD00001673,CUST000777,2025-09-08,3875.85,Shipped,Bank Transfer,Italy,0
ORD00001674,CUST000754,2025-10-07,4892.46,Cancelled,Bank Transfer,Spain,0
ORD00001675,CUST001703,2025-04-24,4084.4,Shipped,Credit Card,Canada,20
ORD00001676,CUST001952,2025-08-27,551.73,Cancelled,Credit Card,Italy,0
ORD00001677,CUST000691,2025-12-21,2770.73,Returned,Credit Card,Italy,15
ORD00001678,CUST001317,2025-03-04,2522.01,Delivered,Debit Card,Australia,5
ORD00001679,CUST000602,2025-04-29,824.29,Shipped,Bank Transfer,UK,5
ORD00001680,CUST000042,2026-01-23,3204.49,Cancelled,Debit Card,Australia,15
ORD00001681,CUST001628,2025-10-21,424.99,Delivered,Bank Transfer,UK,0
ORD00001682,CUST001827,2025-05-12,1450.41,Delivered,Debit Card,USA,25
ORD00001683,CUST000350,2025-09-05,2708.28,Shipped,Debit Card,UK,0
ORD00001684,CUST000611,2025-05-04,1853.76,Cancelled,Credit Card,Canada,15
ORD00001685,,2025-03-10,1840.61,Cancelled,PayPal,Italy,10
ORD00001686,CUST000287,2025-09-08,3089.52,Delivered,Credit Card,Italy,0
ORD00001687,CUST000421,2025-04-24,150.13,Cancelled,Bank Transfer,Italy,10
ORD00001688,,2025-04-09,2951.06,Shipped,Debit Card,Italy,0
ORD00001689,CUST001164,2025-11-12,1908.54,Cancelled,Debit Card,Spain,10
ORD00001690,CUST000895,2026-01-12,596.01,Delivered,PayPal,Germany,25
ORD00001691,CUST001270,2025-10-06,3332.04,Delivered,PayPal,Spain,15
ORD00001692,CUST000231,2025-09-17,852.76,Shipped,Credit Card,UK,20
ORD00001693,CUST000464,2025-09-08,2974.61,Cancelled,Credit Card,UK,25
ORD00001694,CUST001462,2025-10-03,2465.97,Returned,Credit Card,Germany,15
ORD00001695,CUST000312,2025-05-16,238.98,Delivered,Credit Card,Italy,0
ORD00001696,CUST000133,2025-04-11,773.79,Returned,Debit Card,Germany,20
